article_id,title,description,content,author,source_name,source_id,url,url_to_image,published_at,created_at,publication_date,title_length,relevance_score
https://smallwarsjournal.com/2025/05/23/nine-critical-lessons-from-israels-october-7-war-and-what-they-mean-for-sof/,Nine Critical Lessons from Israel’s October 7 War and What They Mean for SOF,"Early on the morning of October 7, 2023, Hamas launched one of the largest and deadliest terrorist attacks in history. The attack and ensuing war between Israel and Iran’s Axis of Resistance is reshaping the Middle East. There are many lessons to be learned f…","Early on the morning of October 7, 2023, Hamas launched one of the largest and deadliest terrorist attacks in history. The attack and ensuing war between Israel and Irans Axis of Resistance is reshap… [+19080 chars]",Thomas Searle,Smallwarsjournal.com,,https://smallwarsjournal.com/2025/05/23/nine-critical-lessons-from-israels-october-7-war-and-what-they-mean-for-sof/,https://smallwarsjournal.com/wp-content/uploads/2025/05/2023-07-19T151444Z_1996768169_RC2D62AZWRPK_RTRMADP_3_ISRAEL-PALESTINIANS-GAZA-HAMAS-e1696963050652-1024x650-1.jpg,2025-05-23 06:00:42,2025-06-06 13:41:18,2025-05-23,76,0
https://smallwarsjournal.com/2025/05/23/nine-critical-lessons-from-israels-october-7-war-and-what-they-mean-for-sof/,Nine Critical Lessons from Israel’s October 7 War and What They Mean for SOF,"Early on the morning of October 7, 2023, Hamas launched one of the largest and deadliest terrorist attacks in history. The attack and ensuing war between Israel and Iran’s Axis of Resistance is reshaping the Middle East. There are many lessons to be learned f…","Early on the morning of October 7, 2023, Hamas launched one of the largest and deadliest terrorist attacks in history. The attack and ensuing war between Israel and Irans Axis of Resistance is reshap… [+19080 chars]",Thomas Searle,Smallwarsjournal.com,,https://smallwarsjournal.com/2025/05/23/nine-critical-lessons-from-israels-october-7-war-and-what-they-mean-for-sof/,https://smallwarsjournal.com/wp-content/uploads/2025/05/2023-07-19T151444Z_1996768169_RC2D62AZWRPK_RTRMADP_3_ISRAEL-PALESTINIANS-GAZA-HAMAS-e1696963050652-1024x650-1.jpg,2025-05-23 06:00:42,2025-06-06 13:41:18,2025-05-23,76,0
https://smallwarsjournal.com/2025/05/23/nine-critical-lessons-from-israels-october-7-war-and-what-they-mean-for-sof/,Nine Critical Lessons from Israel’s October 7 War and What They Mean for SOF,"Early on the morning of October 7, 2023, Hamas launched one of the largest and deadliest terrorist attacks in history. The attack and ensuing war between Israel and Iran’s Axis of Resistance is reshaping the Middle East. There are many lessons to be learned f…","Early on the morning of October 7, 2023, Hamas launched one of the largest and deadliest terrorist attacks in history. The attack and ensuing war between Israel and Irans Axis of Resistance is reshap… [+19080 chars]",Thomas Searle,Smallwarsjournal.com,,https://smallwarsjournal.com/2025/05/23/nine-critical-lessons-from-israels-october-7-war-and-what-they-mean-for-sof/,https://smallwarsjournal.com/wp-content/uploads/2025/05/2023-07-19T151444Z_1996768169_RC2D62AZWRPK_RTRMADP_3_ISRAEL-PALESTINIANS-GAZA-HAMAS-e1696963050652-1024x650-1.jpg,2025-05-23 06:00:42,2025-06-06 13:41:18,2025-05-23,76,0
https://smallwarsjournal.com/2025/05/23/nine-critical-lessons-from-israels-october-7-war-and-what-they-mean-for-sof/,Nine Critical Lessons from Israel’s October 7 War and What They Mean for SOF,"Early on the morning of October 7, 2023, Hamas launched one of the largest and deadliest terrorist attacks in history. The attack and ensuing war between Israel and Iran’s Axis of Resistance is reshaping the Middle East. There are many lessons to be learned f…","Early on the morning of October 7, 2023, Hamas launched one of the largest and deadliest terrorist attacks in history. The attack and ensuing war between Israel and Irans Axis of Resistance is reshap… [+19080 chars]",Thomas Searle,Smallwarsjournal.com,,https://smallwarsjournal.com/2025/05/23/nine-critical-lessons-from-israels-october-7-war-and-what-they-mean-for-sof/,https://smallwarsjournal.com/wp-content/uploads/2025/05/2023-07-19T151444Z_1996768169_RC2D62AZWRPK_RTRMADP_3_ISRAEL-PALESTINIANS-GAZA-HAMAS-e1696963050652-1024x650-1.jpg,2025-05-23 06:00:42,2025-06-06 13:41:17,2025-05-23,76,0
https://smallwarsjournal.com/2025/05/23/nine-critical-lessons-from-israels-october-7-war-and-what-they-mean-for-sof/,Nine Critical Lessons from Israel’s October 7 War and What They Mean for SOF,"Early on the morning of October 7, 2023, Hamas launched one of the largest and deadliest terrorist attacks in history. The attack and ensuing war between Israel and Iran’s Axis of Resistance is reshaping the Middle East. There are many lessons to be learned f…","Early on the morning of October 7, 2023, Hamas launched one of the largest and deadliest terrorist attacks in history. The attack and ensuing war between Israel and Irans Axis of Resistance is reshap… [+19080 chars]",Thomas Searle,Smallwarsjournal.com,,https://smallwarsjournal.com/2025/05/23/nine-critical-lessons-from-israels-october-7-war-and-what-they-mean-for-sof/,https://smallwarsjournal.com/wp-content/uploads/2025/05/2023-07-19T151444Z_1996768169_RC2D62AZWRPK_RTRMADP_3_ISRAEL-PALESTINIANS-GAZA-HAMAS-e1696963050652-1024x650-1.jpg,2025-05-23 06:00:42,2025-06-06 13:41:16,2025-05-23,76,0
https://smallwarsjournal.com/2025/05/23/nine-critical-lessons-from-israels-october-7-war-and-what-they-mean-for-sof/,Nine Critical Lessons from Israel’s October 7 War and What They Mean for SOF,"Early on the morning of October 7, 2023, Hamas launched one of the largest and deadliest terrorist attacks in history. The attack and ensuing war between Israel and Iran’s Axis of Resistance is reshaping the Middle East. There are many lessons to be learned f…","Early on the morning of October 7, 2023, Hamas launched one of the largest and deadliest terrorist attacks in history. The attack and ensuing war between Israel and Irans Axis of Resistance is reshap… [+19080 chars]",Thomas Searle,Smallwarsjournal.com,,https://smallwarsjournal.com/2025/05/23/nine-critical-lessons-from-israels-october-7-war-and-what-they-mean-for-sof/,https://smallwarsjournal.com/wp-content/uploads/2025/05/2023-07-19T151444Z_1996768169_RC2D62AZWRPK_RTRMADP_3_ISRAEL-PALESTINIANS-GAZA-HAMAS-e1696963050652-1024x650-1.jpg,2025-05-23 06:00:42,2025-06-06 13:41:16,2025-05-23,76,0
https://www.globalsecurity.org/military/library/news/2025/05/mil-250520-unnews02.htm,90 days to economic collapse: UN and experts sound alarm over security at sea,"The UN Secretary-General on Tuesday urged world powers to uphold international maritime law and overcome geopolitical rivalries, warning that growing threats are endangering global trade, marine ecosystems and international peace.","By Vibhu Mishra20 May 2025 - The UN Secretary-General on Tuesday urged world powers to uphold international maritime law and overcome geopolitical rivalries, warning that growing threats are endanger… [+4896 chars]",John Pike,Globalsecurity.org,,https://www.globalsecurity.org/military/library/news/2025/05/mil-250520-unnews02.htm,,2025-05-21 07:44:35,2025-06-06 13:41:19,2025-05-21,77,5
https://www.globalsecurity.org/military/library/news/2025/05/mil-250520-unnews02.htm,90 days to economic collapse: UN and experts sound alarm over security at sea,"The UN Secretary-General on Tuesday urged world powers to uphold international maritime law and overcome geopolitical rivalries, warning that growing threats are endangering global trade, marine ecosystems and international peace.","By Vibhu Mishra20 May 2025 - The UN Secretary-General on Tuesday urged world powers to uphold international maritime law and overcome geopolitical rivalries, warning that growing threats are endanger… [+4896 chars]",John Pike,Globalsecurity.org,,https://www.globalsecurity.org/military/library/news/2025/05/mil-250520-unnews02.htm,,2025-05-21 07:44:35,2025-06-06 13:41:19,2025-05-21,77,5
https://www.globalsecurity.org/military/library/news/2025/05/mil-250520-unnews02.htm,90 days to economic collapse: UN and experts sound alarm over security at sea,"The UN Secretary-General on Tuesday urged world powers to uphold international maritime law and overcome geopolitical rivalries, warning that growing threats are endangering global trade, marine ecosystems and international peace.","By Vibhu Mishra20 May 2025 - The UN Secretary-General on Tuesday urged world powers to uphold international maritime law and overcome geopolitical rivalries, warning that growing threats are endanger… [+4896 chars]",John Pike,Globalsecurity.org,,https://www.globalsecurity.org/military/library/news/2025/05/mil-250520-unnews02.htm,,2025-05-21 07:44:35,2025-06-06 13:41:18,2025-05-21,77,5
https://www.globalsecurity.org/military/library/news/2025/05/mil-250520-unnews02.htm,90 days to economic collapse: UN and experts sound alarm over security at sea,"The UN Secretary-General on Tuesday urged world powers to uphold international maritime law and overcome geopolitical rivalries, warning that growing threats are endangering global trade, marine ecosystems and international peace.","By Vibhu Mishra20 May 2025 - The UN Secretary-General on Tuesday urged world powers to uphold international maritime law and overcome geopolitical rivalries, warning that growing threats are endanger… [+4896 chars]",John Pike,Globalsecurity.org,,https://www.globalsecurity.org/military/library/news/2025/05/mil-250520-unnews02.htm,,2025-05-21 07:44:35,2025-06-06 13:41:18,2025-05-21,77,5
https://www.globalsecurity.org/military/library/news/2025/05/mil-250520-unnews02.htm,90 days to economic collapse: UN and experts sound alarm over security at sea,"The UN Secretary-General on Tuesday urged world powers to uphold international maritime law and overcome geopolitical rivalries, warning that growing threats are endangering global trade, marine ecosystems and international peace.","By Vibhu Mishra20 May 2025 - The UN Secretary-General on Tuesday urged world powers to uphold international maritime law and overcome geopolitical rivalries, warning that growing threats are endanger… [+4896 chars]",John Pike,Globalsecurity.org,,https://www.globalsecurity.org/military/library/news/2025/05/mil-250520-unnews02.htm,,2025-05-21 07:44:35,2025-06-06 13:41:18,2025-05-21,77,5
https://www.globalsecurity.org/military/library/news/2025/05/mil-250520-unnews02.htm,90 days to economic collapse: UN and experts sound alarm over security at sea,"The UN Secretary-General on Tuesday urged world powers to uphold international maritime law and overcome geopolitical rivalries, warning that growing threats are endangering global trade, marine ecosystems and international peace.","By Vibhu Mishra20 May 2025 - The UN Secretary-General on Tuesday urged world powers to uphold international maritime law and overcome geopolitical rivalries, warning that growing threats are endanger… [+4896 chars]",John Pike,Globalsecurity.org,,https://www.globalsecurity.org/military/library/news/2025/05/mil-250520-unnews02.htm,,2025-05-21 07:44:35,2025-06-06 13:41:17,2025-05-21,77,5
https://www.globalsecurity.org/military/library/news/2025/05/mil-250520-unnews02.htm,90 days to economic collapse: UN and experts sound alarm over security at sea,"The UN Secretary-General on Tuesday urged world powers to uphold international maritime law and overcome geopolitical rivalries, warning that growing threats are endangering global trade, marine ecosystems and international peace.","By Vibhu Mishra20 May 2025 - The UN Secretary-General on Tuesday urged world powers to uphold international maritime law and overcome geopolitical rivalries, warning that growing threats are endanger… [+4896 chars]",John Pike,Globalsecurity.org,,https://www.globalsecurity.org/military/library/news/2025/05/mil-250520-unnews02.htm,,2025-05-21 07:44:35,2025-06-06 13:41:16,2025-05-21,77,5
https://www.globalsecurity.org/military/library/news/2025/05/mil-250520-unnews02.htm,90 days to economic collapse: UN and experts sound alarm over security at sea,"The UN Secretary-General on Tuesday urged world powers to uphold international maritime law and overcome geopolitical rivalries, warning that growing threats are endangering global trade, marine ecosystems and international peace.","By Vibhu Mishra20 May 2025 - The UN Secretary-General on Tuesday urged world powers to uphold international maritime law and overcome geopolitical rivalries, warning that growing threats are endanger… [+4896 chars]",John Pike,Globalsecurity.org,,https://www.globalsecurity.org/military/library/news/2025/05/mil-250520-unnews02.htm,,2025-05-21 07:44:35,2025-06-06 13:41:16,2025-05-21,77,5
https://www.newsweek.com/uss-nimitz-leaves-western-pacific-middle-east-2073933,Map Tracks US Aircraft Carrier Heading Toward Middle East,The U.S. aircraft carrier USS Nimitz was initially deployed for a scheduled western Pacific mission.,"The aircraft carrier USS Nimitz was tracked leaving the western Pacific Ocean as it transited toward the Indian Ocean, indicating a possible deployment to the Middle East.
Newsweek contacted the U.S… [+4056 chars]",Ryan Chan,Newsweek,newsweek,https://www.newsweek.com/uss-nimitz-leaves-western-pacific-middle-east-2073933,https://d.newsweek.com/en/full/2646921/uss-nimitz-heads-toward-middle-east.png,2025-05-19 07:23:06,2025-06-06 13:41:19,2025-05-19,57,0
https://www.newsweek.com/uss-nimitz-leaves-western-pacific-middle-east-2073933,Map Tracks US Aircraft Carrier Heading Toward Middle East,The U.S. aircraft carrier USS Nimitz was initially deployed for a scheduled western Pacific mission.,"The aircraft carrier USS Nimitz was tracked leaving the western Pacific Ocean as it transited toward the Indian Ocean, indicating a possible deployment to the Middle East.
Newsweek contacted the U.S… [+4056 chars]",Ryan Chan,Newsweek,newsweek,https://www.newsweek.com/uss-nimitz-leaves-western-pacific-middle-east-2073933,https://d.newsweek.com/en/full/2646921/uss-nimitz-heads-toward-middle-east.png,2025-05-19 07:23:06,2025-06-06 13:41:19,2025-05-19,57,0
https://www.newsweek.com/uss-nimitz-leaves-western-pacific-middle-east-2073933,Map Tracks US Aircraft Carrier Heading Toward Middle East,The U.S. aircraft carrier USS Nimitz was initially deployed for a scheduled western Pacific mission.,"The aircraft carrier USS Nimitz was tracked leaving the western Pacific Ocean as it transited toward the Indian Ocean, indicating a possible deployment to the Middle East.
Newsweek contacted the U.S… [+4056 chars]",Ryan Chan,Newsweek,newsweek,https://www.newsweek.com/uss-nimitz-leaves-western-pacific-middle-east-2073933,https://d.newsweek.com/en/full/2646921/uss-nimitz-heads-toward-middle-east.png,2025-05-19 07:23:06,2025-06-06 13:41:18,2025-05-19,57,0
https://www.newsweek.com/uss-nimitz-leaves-western-pacific-middle-east-2073933,Map Tracks US Aircraft Carrier Heading Toward Middle East,The U.S. aircraft carrier USS Nimitz was initially deployed for a scheduled western Pacific mission.,"The aircraft carrier USS Nimitz was tracked leaving the western Pacific Ocean as it transited toward the Indian Ocean, indicating a possible deployment to the Middle East.
Newsweek contacted the U.S… [+4056 chars]",Ryan Chan,Newsweek,newsweek,https://www.newsweek.com/uss-nimitz-leaves-western-pacific-middle-east-2073933,https://d.newsweek.com/en/full/2646921/uss-nimitz-heads-toward-middle-east.png,2025-05-19 07:23:06,2025-06-06 13:41:18,2025-05-19,57,0
https://www.newsweek.com/uss-nimitz-leaves-western-pacific-middle-east-2073933,Map Tracks US Aircraft Carrier Heading Toward Middle East,The U.S. aircraft carrier USS Nimitz was initially deployed for a scheduled western Pacific mission.,"The aircraft carrier USS Nimitz was tracked leaving the western Pacific Ocean as it transited toward the Indian Ocean, indicating a possible deployment to the Middle East.
Newsweek contacted the U.S… [+4056 chars]",Ryan Chan,Newsweek,newsweek,https://www.newsweek.com/uss-nimitz-leaves-western-pacific-middle-east-2073933,https://d.newsweek.com/en/full/2646921/uss-nimitz-heads-toward-middle-east.png,2025-05-19 07:23:06,2025-06-06 13:41:18,2025-05-19,57,0
https://www.newsweek.com/uss-nimitz-leaves-western-pacific-middle-east-2073933,Map Tracks US Aircraft Carrier Heading Toward Middle East,The U.S. aircraft carrier USS Nimitz was initially deployed for a scheduled western Pacific mission.,"The aircraft carrier USS Nimitz was tracked leaving the western Pacific Ocean as it transited toward the Indian Ocean, indicating a possible deployment to the Middle East.
Newsweek contacted the U.S… [+4056 chars]",Ryan Chan,Newsweek,newsweek,https://www.newsweek.com/uss-nimitz-leaves-western-pacific-middle-east-2073933,https://d.newsweek.com/en/full/2646921/uss-nimitz-heads-toward-middle-east.png,2025-05-19 07:23:06,2025-06-06 13:41:17,2025-05-19,57,0
https://www.newsweek.com/uss-nimitz-leaves-western-pacific-middle-east-2073933,Map Tracks US Aircraft Carrier Heading Toward Middle East,The U.S. aircraft carrier USS Nimitz was initially deployed for a scheduled western Pacific mission.,"The aircraft carrier USS Nimitz was tracked leaving the western Pacific Ocean as it transited toward the Indian Ocean, indicating a possible deployment to the Middle East.
Newsweek contacted the U.S… [+4056 chars]",Ryan Chan,Newsweek,newsweek,https://www.newsweek.com/uss-nimitz-leaves-western-pacific-middle-east-2073933,https://d.newsweek.com/en/full/2646921/uss-nimitz-heads-toward-middle-east.png,2025-05-19 07:23:06,2025-06-06 13:41:16,2025-05-19,57,0
https://www.newsweek.com/uss-nimitz-leaves-western-pacific-middle-east-2073933,Map Tracks US Aircraft Carrier Heading Toward Middle East,The U.S. aircraft carrier USS Nimitz was initially deployed for a scheduled western Pacific mission.,"The aircraft carrier USS Nimitz was tracked leaving the western Pacific Ocean as it transited toward the Indian Ocean, indicating a possible deployment to the Middle East.
Newsweek contacted the U.S… [+4056 chars]",Ryan Chan,Newsweek,newsweek,https://www.newsweek.com/uss-nimitz-leaves-western-pacific-middle-east-2073933,https://d.newsweek.com/en/full/2646921/uss-nimitz-heads-toward-middle-east.png,2025-05-19 07:23:06,2025-06-06 13:41:16,2025-05-19,57,0
https://www.theatlantic.com/podcasts/archive/2025/05/the-david-frum-show-the-trump-grift-machine/682802/,The Trump Grift Machine,Shashi Tharoor and a week of manufactured Trump victories,"Subscribe here: Apple Podcasts | Spotify | YouTube | Overcast | Pocket CastsIn this episode of The David Frum Show, The Atlantic’s David Frum breaks down what he calls “the week of the four scams”—a … [+45392 chars]",David Frum,The Atlantic,,https://www.theatlantic.com/podcasts/archive/2025/05/the-david-frum-show-the-trump-grift-machine/682802/,https://cdn.theatlantic.com/thumbor/A078ZLlYgV8UGKmXd-20QlTifBA=/2x13:1279x678/1200x625/media/img/mt/2025/05/2025_5_13_The_David_Frum_Show_EP6_Promo_1280x720/original.jpg,2025-05-14 15:00:00,2025-06-06 13:41:19,2025-05-14,23,0
https://www.theatlantic.com/podcasts/archive/2025/05/the-david-frum-show-the-trump-grift-machine/682802/,The Trump Grift Machine,Shashi Tharoor and a week of manufactured Trump victories,"Subscribe here: Apple Podcasts | Spotify | YouTube | Overcast | Pocket CastsIn this episode of The David Frum Show, The Atlantic’s David Frum breaks down what he calls “the week of the four scams”—a … [+45392 chars]",David Frum,The Atlantic,,https://www.theatlantic.com/podcasts/archive/2025/05/the-david-frum-show-the-trump-grift-machine/682802/,https://cdn.theatlantic.com/thumbor/A078ZLlYgV8UGKmXd-20QlTifBA=/2x13:1279x678/1200x625/media/img/mt/2025/05/2025_5_13_The_David_Frum_Show_EP6_Promo_1280x720/original.jpg,2025-05-14 15:00:00,2025-06-06 13:41:19,2025-05-14,23,0
https://www.theatlantic.com/podcasts/archive/2025/05/the-david-frum-show-the-trump-grift-machine/682802/,The Trump Grift Machine,Shashi Tharoor and a week of manufactured Trump victories,"Subscribe here: Apple Podcasts | Spotify | YouTube | Overcast | Pocket CastsIn this episode of The David Frum Show, The Atlantic’s David Frum breaks down what he calls “the week of the four scams”—a … [+45392 chars]",David Frum,The Atlantic,,https://www.theatlantic.com/podcasts/archive/2025/05/the-david-frum-show-the-trump-grift-machine/682802/,https://cdn.theatlantic.com/thumbor/A078ZLlYgV8UGKmXd-20QlTifBA=/2x13:1279x678/1200x625/media/img/mt/2025/05/2025_5_13_The_David_Frum_Show_EP6_Promo_1280x720/original.jpg,2025-05-14 15:00:00,2025-06-06 13:41:18,2025-05-14,23,0
https://www.theatlantic.com/podcasts/archive/2025/05/the-david-frum-show-the-trump-grift-machine/682802/,The Trump Grift Machine,Shashi Tharoor and a week of manufactured Trump victories,"Subscribe here: Apple Podcasts | Spotify | YouTube | Overcast | Pocket CastsIn this episode of The David Frum Show, The Atlantic’s David Frum breaks down what he calls “the week of the four scams”—a … [+45392 chars]",David Frum,The Atlantic,,https://www.theatlantic.com/podcasts/archive/2025/05/the-david-frum-show-the-trump-grift-machine/682802/,https://cdn.theatlantic.com/thumbor/A078ZLlYgV8UGKmXd-20QlTifBA=/2x13:1279x678/1200x625/media/img/mt/2025/05/2025_5_13_The_David_Frum_Show_EP6_Promo_1280x720/original.jpg,2025-05-14 15:00:00,2025-06-06 13:41:18,2025-05-14,23,0
https://www.theatlantic.com/podcasts/archive/2025/05/the-david-frum-show-the-trump-grift-machine/682802/,The Trump Grift Machine,Shashi Tharoor and a week of manufactured Trump victories,"Subscribe here: Apple Podcasts | Spotify | YouTube | Overcast | Pocket CastsIn this episode of The David Frum Show, The Atlantic’s David Frum breaks down what he calls “the week of the four scams”—a … [+45392 chars]",David Frum,The Atlantic,,https://www.theatlantic.com/podcasts/archive/2025/05/the-david-frum-show-the-trump-grift-machine/682802/,https://cdn.theatlantic.com/thumbor/A078ZLlYgV8UGKmXd-20QlTifBA=/2x13:1279x678/1200x625/media/img/mt/2025/05/2025_5_13_The_David_Frum_Show_EP6_Promo_1280x720/original.jpg,2025-05-14 15:00:00,2025-06-06 13:41:18,2025-05-14,23,0
